date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude,month,day,year,time
7/28/2013 22:40,langley (canada),bc,ca,triangle,20,20 seconds,A triangular shaped craft appeared in the night sky.,8/30/2013,49.1,-122.65,7,28,2013,22:40
7/29/1960 19:30,melbourne (australia),,au,triangle,180,3 min,1960 @ 30DEG ABOVE HORIZON 3 TRIANGULAR OBJECT IN SKY WITH ORANGE TAILS BEHIND ALL  FLYING @ LEVEL,12/12/2011,-37.813938,144.963425,7,29,1960,19:30
7/29/1987 1:30,edmonton (canada),ab,ca,triangle,180,3 minutes,large black triangular shape had three lights red&#44 white and blue&#44 hovered a few minutes&#44 no sound&#8230;,5/12/2011,53.55,-113.5,7,29,1987,1:30
7/29/1994 12:00,zadariv (village) (ukraine),,ua,triangle,60,1 min,Triangle object seen in Ukraine a couple of years after the Belgium flap.,8/11/2004,49.06,25.042778,7,29,1994,12:00
7/29/1997 0:02,north delta municipality&#44 b.c. (canada),bc,ca,other/unspecified,5,05 seconds,I&#39m 14 years old&#44 I came back from umpiring one night and decided to take a swim. Moments later&#44 I looked up and there was a silvery ob,12/2/2000,49.084629,-123.058567,7,29,1997,0:02
7/29/2001 21:30,hamilton (uk/scotland),,gb,egg/teardrop,300,5 mins,Hamilton is on the aircraft approach from the south to Glasgow airport (and there were aircraft in the vacinity right at that time)but,8/5/2001,55.766667,-4.033333,7,29,2001,21:30
7/29/2001 22:00,wormerveer (netherlands),,nl,round,21600,6 hrs,1 ufo&#44 with lights&#44 several hours in one place&#44 after dark,8/5/2001,52.49035,4.798067,7,29,2001,22:00
7/29/2002 20:00,sidmouth (uk/england),,gb,other/unspecified,4,4 seconds,Flying Rod,8/16/2002,50.683333,-3.25,7,29,2002,20:00
7/29/2002 22:30,terrace (canada),bc,ca,flare,20,20seconds,fireball in sky pacific northwest july 29 02,8/16/2002,54.5,-128.583333,7,29,2002,22:30
7/29/2002 22:50,sayward (canada),bc,ca,other/unspecified,2,seconds,Six witnesses from British Columbia emergency services witness a peculiar&#44 apparently controlled object&#44 fly low over nearby mountains.,2/25/2003,50.35,-125.916667,7,29,2002,22:50
7/29/2002 22:50,sayward (canada),bc,ca,other/unspecified,4,3-4 seconds,Very strange&#44 6 people in a about a kilometer apart saw the same thing,8/16/2002,50.35,-125.916667,7,29,2002,22:50
7/29/2003 2:00,bucharest (romania),,ro,round,1200,20 min,FOUR SPHERES BALANCING (LIKE A BALLET) IN THE NIGHT,5/15/2006,44.4325,26.103889,7,29,2003,2:00
7/29/2003 23:35,alcochete (portugal),,pt,triangle,120,2 min,Vasco da Gama Sight,8/1/2003,38.756275,-8.96287,7,29,2003,23:35
7/30/2003,atlantic ocean (canada),ns,ca,round,900,15 min,baseball size lights&#44one behind the other&#44travelling in straight line,7/16/2006,-14.599413,-28.673147,7,30,2003,0:00
7/29/2004 3:36,burlington (canada),on,ca,light,14400,4 hours,starlike objects seen over lowville. Third incident among my group of friends,8/11/2004,43.316667,-79.8,7,29,2004,3:36
7/29/2004 21:03,toronto (canada),on,ca,triangle,1,1 second,A triangular object&#44 lit at all corners&#44 seen travelling at great speed changes direction sharply without pausing or turning.,8/11/2004,43.666667,-79.416667,7,29,2004,21:03
7/29/2004 21:04,henvey island (canada),on,ca,triangle,60,1 minute,White triangular object caught on film - the object was not seen with the naked eye,9/1/2004,45.849561,-80.734883,7,29,2004,21:04
7/29/2004 21:30,cardiff (jamaica),,jm,other/unspecified,5,5 seconds,Brightlight in sky VERY high up&#44 became dim&#44 moved upward&#44 and disappeared.,9/2/2005,51.481581,-3.17909,7,29,2004,21:30
7/29/2005 1:00,dartmouth (canada),ns,ca,light,1200,20 minutes,((NUFORC Note:  Probably advertising lights.  PD))  Four bright white lights symmetrically converging and diverging.,9/2/2005,44.666667,-63.566667,7,29,2005,1:00
7/29/2005 4:00,romania,,ro,flare,10,10 sec,UFO or meteorit,10/11/2005,45.943161,24.96676,7,29,2005,4:00
7/29/2005 21:00,sidney (canada),bc,ca,other/unspecified,5,5 seconds,Heard extreme loud noise&#44 but didn&#39t see anything.,10/11/2005,46.15,-60.166667,7,29,2005,21:00
7/29/2006 12:47,toronto (canada),on,ca,other/unspecified,300,5 min,two blinding lights over toronto,10/30/2006,43.666667,-79.416667,7,29,2006,12:47
7/29/2007 1:25,kirkcaldy (uk/scotland),,gb,round,600,10 mins,unexplained atmospheric conditons,8/7/2007,56.116667,-3.166667,7,29,2007,1:25
7/29/2007 2:40,furness (uk/scotland),,gb,cylinder,20,20 secs,((HOAX??))  Cylinder shaped object hovered and then flew across sky leaving trail of light then shot up to orbit .,10/8/2007,52.625072,-1.677155,7,29,2007,2:40
7/29/2007 3:00,kitchener (canada),on,ca,light,20,hours,Strange lights at first thought to be shooting stars. 500 Lights On Object0: Yes,8/7/2007,43.45,-80.5,7,29,2007,3:00
7/29/2007 8:37,orillia (canada),on,ca,rectangle,900,15 min,Amazed at two objects flying through the sky together&#44 One rises up on a 90 degree angle and then a pause bfore darting off to the left,8/7/2007,44.6,-79.416667,7,29,2007,8:37
7/29/2007 19:05,at taif (saudi arabia),,sa,round,60,1 m,We were in the back garden of the house  I clear night and we were watching the stars towards the north  we were surprised by a semi-ov,2/18/2011,21.266667,40.416667,7,29,2007,19:05
7/29/2007 20:37,orillia (canada),on,ca,other/unspecified,600,10 minutes,Photographed a few strange objects then watched one rise from the ground and shoot off to the left&#33 (multiple Photo&#39s),8/14/2007,44.6,-79.416667,7,29,2007,20:37
7/29/2008 21:45,regina (canada),sk,ca,light,10,5-10 seconds,Intense white&#44 bright object in sky over Regina SK&#44 CAN. Turned right&#44 moved off fading away,8/12/2008,50.45,-104.616667,7,29,2008,21:45
7/29/2008 22:00,telford (uk/england),,gb,light,600,10 mins,A light that moved strangely at the same speed and height&#44 then desended downwards and disappeared,8/12/2008,52.633333,-2.5,7,29,2008,22:00
7/29/2009 23:43,istanbul (turkey),,tr,round,5,5 seconds,its not lie its really ufo,8/5/2009,41.00527,28.97696,7,29,2009,23:43
7/29/2012 0:35,saskatoon (canada),sk,ca,triangle,30,30 seconds,V-shaped ufo over Saskatoon.,12/12/2013,52.133333,-106.666667,7,29,2012,0:35
7/29/2012 2:30,devon (canada),ab,ca,light,10800,3 hours,Saw 3 bright lights and 2 smaller lights in the sky with strange zig zag moving patterns&#44. ((NUFORC Note:  Planets in E sky.  PD)),8/5/2012,53.366667,-113.733333,7,29,2012,2:30
7/29/2012 18:40,cleveland (australia),,au,round,480,8 minutes,Three pink/orange spheres spotted over Cleveland&#44 Queensland&#44 Australia,8/5/2012,-41.8,147.4,7,29,2012,18:40
7/29/2012 22:30,mississauga (canada),on,ca,other/unspecified,60,1 minute,We observed a orange/red kite like object floating thru the sky higher and higher in the dark of the night sky&#44 there was no sound&#44 and,8/5/2012,43.15,-79.5,7,29,2012,22:30
7/29/2013 21:35,tagbilaran city (philippines),,ph,triangle,900,15 minutes,Lighted&#44 triangular shaped object observed over the Philippine islands.,8/30/2013,9.672948,123.873002,7,29,2013,21:35
7/30/1969 21:00,north augusta (canada),on,ca,triangle,10800,half hour approx,((HOAX))  JUST FOR THE RECORD THESE TIANGLE CRAFTS HAVE BEEN AROUND FOR SOME TIME,10/31/2008,44.761373,-75.738901,7,30,1969,21:00
7/30/1974 14:00,windsor (canada),on,ca,other/unspecified,1200,20 minutes,possible abduction case. Giant 3 foot high spides in my friends back yard,12/2/2000,45.583333,-72,7,30,1974,14:00
7/30/1997 4:00,spa-francorchamps (belgium),,be,triangle,600,10 min.,I camped beside the track of the Formula 1 track of Spa in Belgium. I was awaked but i did not know why... I saw 3 lights over the top,5/15/2006,50.453611,5.951944,7,30,1997,4:00
7/30/1997 23:40,bognor regis (uk/england),,gb,round,1800,30mins,3 Blurred Circles.,3/21/2003,50.783333,-0.65,7,30,1997,23:40
7/30/2000 22:07,humboldt (near saskatoon) (canada),sa,ca,light,5,3-5 seconds,Bright flash directly overhead in night sky&#44 lasting two or three seconds.,12/2/2000,52.2,-105.116667,7,30,2000,22:07
7/30/2003 23:00,edinburgh (uk/scotland),,gb,formation,45,45sec,cloud of smoke with cicular light/object? in centre hovering over Edinburgh house estate - 30/7.03,8/1/2003,55.833333,-3.083333,7,30,2003,23:00
7/30/2003 23:00,paradise island (bahamas),,bs,other/unspecified,1800,20-30 minutes,Two cloud like objects.,7/5/2005,25.08265,-77.318084,7,30,2003,23:00
7/30/2003 23:50,airdrie (canada),ab,ca,light,10,10 seconds,HBCCUFO CANADIAN REPORT:  Pulsating a bright blue white light.,8/1/2003,51.266667,-114.016667,7,30,2003,23:50
7/30/2004 12:30,saskatoon (canada),sk,ca,round,60,1:00 minute,Grey dot or circle inside &quot;smoke ring&quot; cloud,8/11/2004,52.133333,-106.666667,7,30,2004,12:30
7/30/2005 1:00,toronto (canada),on,ca,flare,5,5 seconds,Toronto&#44 fireball trailing craft at low altitude over downtown area.  There must be more witnesses.,10/11/2005,43.666667,-79.416667,7,30,2005,1:00
7/30/2005 23:40,innisfail (canada),ab,ca,triangle,35,35 secs,Two different crafts sighted in the same night by two people,10/11/2005,52.033333,-113.95,7,30,2005,23:40
7/30/2006 16:40,sunderland (uk/england),,gb,round,15,10 - 15 seconds,A strange white object appeared in the sky on two seperate occasions.,10/30/2006,54.911944,-1.383333,7,30,2006,16:40
7/30/2006 22:00,kullu,,in,formation,10,10 sec,I was drving in the District of KULLU in the state of Himachal Pradesh in India.I observed the pitch black night sky&#44 when i notice,10/30/2006,31.957851,77.10946,7,30,2006,22:00
7/30/2006 23:00,folkestone (uk/england),,gb,triangle,60,< 1min,UK signting - A pitch black object against the background grey of the sky&#44 followed by a triangle of lights,10/30/2006,51.083333,1.183333,7,30,2006,23:00
7/30/2006 23:30,ontario (canada),on,ca,light,300,5min.,I could see the spotlight in front&#44 and then turn to our direction then go off.,2/1/2007,51.253775,-85.323214,7,30,2006,23:30
7/30/2007 3:00,olso (norway),,no,other/unspecified,60,60 seconds,Several UFOs moving around for 60 seconds over a park.,8/7/2007,59.913869,10.752245,7,30,2007,3:00
7/30/2007 12:00,uk/england,,gb,other/unspecified,3600,1 hour,I was watching the McGlaphlin Group on PBS last Sunday.  They showed footage of a UFO in Englad viewed by many witnesses.  Do you have,8/7/2007,52.355518,-1.17432,7,30,2007,12:00
7/30/2007 21:45,port coquitlam (canada),bc,ca,light,40,30-40 seconds,Large bright light hovering over surrey viewed from port coquitlam.,8/7/2007,49.266667,-122.783333,7,30,2007,21:45
7/30/2008 1:30,ramstein (germany),,de,light,3600,over an hour,Flashing light in sky&#44 hovered in one spot (didn&#39t move around)&#44 then 3 small lights quickly came from it and away.,8/12/2008,49.45,7.533333,7,30,2008,1:30
7/30/2008 21:55,north london (uk/england),,gb,light,1200,2&#44oo mins,ORANGE LIGHT MOVING ERRATICALLY BEFORE MOVING QUICKLY UPWARDS DURATION APROC 3 MINS,8/12/2008,51.507351,-0.127758,7,30,2008,21:55
7/30/2008 22:35,berwick(town) (canada),ns,ca,light,900,15min,Three glowing orange objects passed over town about five minutes apart.,10/31/2008,45.033333,-64.733333,7,30,2008,22:35
7/30/2009 0:00,st  leonard (canada),nb,ca,light,20,20 seconds,small silent craft with 1 steady white light and a smaller flashing red light next to it hovers over industrial sawmill at night.,12/12/2009,47.166667,-67.916667,7,30,2009,0:00
7/30/2009 0:30,frant (uk/england),,gb,light,4,3-4 seconds,Brilliant bright white light.,8/5/2009,51.083333,0.266667,7,30,2009,0:30
7/30/2009 22:15,goderich (canada),on,ca,round,240,4 minutes,My family was having a campfire on the beach at Lake Huron&#44 when we saw a spherical object&#44 maybe half a mile away&#44 moving steadily ove,8/5/2009,43.733333,-81.7,7,30,2009,22:15
7/30/2009 22:20,williamslake (canada),bc,ca,light,7200,2 hours atleast,2 clusters of orbs in british columbia,8/5/2009,52.141674,-122.141688,7,30,2009,22:20
7/30/2010 23:05,uk/scotland,,gb,light,180,3 mins,two bright lights travelling at speed across a clear night sky.,8/24/2010,56.490671,-4.202646,7,30,2010,23:05
7/30/2011 1:00,sant pere pescador (spain),,es,round,600,10 minutes,I was sitting on the beach in the city I listed in the information and I saw  dots in the sky that looked similar to stars however they,8/5/2012,42.188824,3.081415,7,30,2011,1:00
7/30/2011 20:15,rotherham (uk/england),,gb,round,10,10 seconds,Black sphere traversed the sky over Rotherham&#44 UK.,8/7/2011,53.433333,-1.35,7,30,2011,20:15
7/30/2011 23:30,hull (uk/england),,gb,round,1800,30 mins,ufo sighted 30 mins activity,8/7/2011,53.716667,-0.333333,7,30,2011,23:30
7/30/2012 20:00,burlington (canada),on,ca,round,180,3 minutes,Orange red balls of light&#44 moving fast and no flashing lights.  Shaped looked round.  First one&#44 heading from West to East and disappea,8/5/2012,43.316667,-79.8,7,30,2012,20:00
7/30/2012 20:50,brisbane (australia),,au,light,2,2 seconds,At 8:50 pm I saw a light in the a cylinder type light with blue and red flashes on the bottom come towards me and then shoot strai,8/5/2012,-27.47101,153.024292,7,30,2012,20:50
7/30/2013 1:00,keswick (canada),on,ca,light,300,5 minutes,Strange thing moving fast in the sky&#44 dropping a white fireball?,8/30/2013,44.25,-79.466667,7,30,2013,1:00
7/30/2013 22:15,chawton (village of) (uk/england),,gb,light,30,30 seconds,Single white star like object moving across sky at a very high altitude,8/30/2013,51.133333,-0.983333,7,30,2013,22:15
7/30/2013 22:30,winnipeg (canada),mb,ca,flare,60,~1:00,2 orange balls flying west to east in perfect unison,8/30/2013,49.883333,-97.166667,7,30,2013,22:30
7/31/1983 17:00,london (uk/england),,gb,disk,120,1-2 mins,flying saucer over waterloo bridge  london,6/20/2005,51.514125,-0.093689,7,31,1983,17:00
7/31/1993 23:00,brentwood short&#39s lake (canada),ns,ca,round,240,4min,it was massive and didn&#39t make a noise... lights in a constant triangular formation crossing over the craft.,7/28/2010,45.220229,-63.318204,7,31,1993,23:00
7/31/2001 0:30,southampton (uk/england),,gb,other/unspecified,30,30secs,Slow moving&#44 bright light vanishing in a clear sky.,8/5/2001,50.9,-1.4,7,31,2001,0:30
7/31/2002 23:30,shropham norfolk (uk/england),,gb,light,900,15 minutes,Bright yellow/orange light hovering low in the sky that then re-appeared in another area of the sky at rapid speed.,8/28/2002,52.497193,0.918423,7,31,2002,23:30
7/31/2003 1:00,westbank (canada),bc,ca,light,2,2 seconds ?,HBCCUFO CANADIAN REPORT:  It flashed as bright as a flash of lightening.,9/9/2003,49.84,-119.61,7,31,2003,1:00
7/31/2003 1:30,kelowna (canada),bc,ca,other/unspecified,1800,approx: 30 min.,HBCCUFO CANADIAN REPORT:  Missing Time In Kelowna&#44 British Columbia,8/28/2003,49.9,-119.483333,7,31,2003,1:30
7/31/2003 23:30,houston (canada),bc,ca,light,4,approx: 4 sec.,HBCCUFO CANADIAN REPORT:  Object it zig zagged and disappeared.,8/4/2003,54.4,-126.65,7,31,2003,23:30
7/31/2003 23:35,houston (canada),bc,ca,light,2,few seconds,HBCCUFO CANADIAN REPORT:  Bright white light zig zagged low in the night sky.,8/4/2003,54.4,-126.65,7,31,2003,23:35
7/31/2004 18:12,bristol (uk/england),,gb,cylinder,600,10 mins,glowing object in clear blue sky,8/11/2004,51.45,-2.583333,7,31,2004,18:12
7/31/2004 18:30,cardiff (jamaica),,jm,light,4,4 seconds,Bright light standing still high high high in the skiy&#44 became dim and moved upwards quickly and vanished.,5/24/2005,51.481581,-3.17909,7,31,2004,18:30
7/31/2004 22:45,uk/england,,gb,flare,600,10 minutes,Bright orange fireball-like objects moving very fast from north to south&#44 6 in total.,8/11/2004,52.355518,-1.17432,7,31,2004,22:45
7/31/2005 7:00,sydney (nsw&#44 australia),,au,light,20,15-20 seconds,intense white object....like a shining star but slowly moving across the sky. Smaller than  a 747 plane.,10/11/2005,-33.861481,151.205475,7,31,2005,7:00
7/31/2005 16:40,toronto (canada),on,ca,changing,3600,1 hour,((NUFORC Note:  Witness provides no information.  PD)),7/4/2012,43.666667,-79.416667,7,31,2005,16:40
7/31/2005 20:00,dhaka (bangladesh),,bd,other/unspecified,10,10 sec,Very dim moving &quot;star.&quot;  ((NUFORC Note:  Possible satellite??  PD)),10/11/2005,23.810332,90.412518,7,31,2005,20:00
7/31/2006 3:13,leicester (uk/england),,gb,egg/teardrop,120,2 minutes,Egg shaped 20+ ufo&#39s crash landing on runway.,10/30/2006,52.664913,-1.034894,7,31,2006,3:13
7/31/2006 4:00,kelowna (canada),bc,ca,round,3600,1hour,bright light seen over black mountain before crop circle reported,12/7/2006,49.9,-119.483333,7,31,2006,4:00
7/31/2006 21:30,sliema (malta),,mt,light,1800,30 min,5 individual &quot;stars&quot;&#44 moving downwards or upwards&#44 &amp; changing angel of direction.,10/30/2006,35.912222,14.504167,7,31,2006,21:30
7/31/2007 0:00,douglas (isle of man) (uk/england),,gb,round,10,10 seconds,A ball of green light flying it the sky and then disappeared,8/7/2007,55.55,-3.85,7,31,2007,0:00
7/31/2007 12:52,ottawa (kars) (canada),on,ca,disk,120,2 minutes,Woke up with dog barking. Was going to shut him up and looked out window to see what he was barking at. Shocked to see a large well lit,8/7/2007,45.416667,-75.7,7,31,2007,12:52
7/31/2007 21:50,sydney (australia),,au,other/unspecified,240,4min,21:50 to 21:54  31/7/07 an  unknown lights in the sky. in syd/n.s.w/australia seen at penrith raggatta centre then cranebrook,8/7/2007,-33.861481,151.205475,7,31,2007,21:50
7/31/2008 23:00,st. catharines (canada),on,ca,round,180,3 min,Low flying sphere of light?,8/12/2008,43.166667,-79.233333,7,31,2008,23:00
7/31/2009 1:30,king city (canada),on,ca,triangle,120,2 1/2 minutes,Size of a jumbo jet - Boomerang shaped,8/27/2009,43.933333,-79.533333,7,31,2009,1:30
7/31/2009 23:00,niagara falls (canada),on,ca,light,10,10 seconds,flash in sky over Niagara,8/5/2009,43.1,-79.05,7,31,2009,23:00
7/31/2009 23:45,mississauga (canada),on,ca,other/unspecified,25,20-25 seconds,Approx 17 orange lights in triangular pattern,8/5/2009,43.15,-79.5,7,31,2009,23:45
7/31/2010 21:30,cookstown (canada),on,ca,light,10800,~3 hours,White&#44 vibrantly glowing light stationary above Cookstown for ~3hours.  ((NUFORC Note:  Possible sighting of Venus??  PD)),8/24/2010,44.189418,-79.70074,7,31,2010,21:30
7/31/2010 21:45,coventry (uk/england),,gb,other/unspecified,120,2 minutes,4 lights seen heading west to east about 30 seconds apart the last two were abaout 15 seconds apart&#44 with one slightly south of the thi,8/24/2010,52.416667,-1.55,7,31,2010,21:45
7/31/2010 21:45,hanover (canada),on,ca,round,5,5 sec. app.,A small light flew accross the night sky at tremendous speed.,8/24/2010,44.15,-81.033333,7,31,2010,21:45
7/31/2010 23:05,stanmore&#44 winchester (uk/england),,gb,light,120,two minutes,Low flying orange spherical UFO / filmed and revealed to be displaying distinct illumination,8/24/2010,51.052986,-1.335218,7,31,2010,23:05
7/31/2011 0:10,tillsonburg (canada),on,ca,light,120,2 min,Orange silent light travelling over Tillsonburg ON,8/7/2011,42.866667,-80.733333,7,31,2011,0:10
7/31/2012 21:00,london (uk/england),,gb,egg/teardrop,45,45 seconds,Bubble/egg shaped pod seen flying over Chingford&#44 NE London,8/5/2012,51.514125,-0.093689,7,31,2012,21:00
7/31/2013 4:35,whitehaven (uk/england),,gb,round,600,10 minutes,Ball of white light,8/30/2013,54.55,-3.6,7,31,2013,4:35
7/3/1995 22:00,penticton (canada),bc,ca,light,300,5 minutes,Darting lights high over Penticton BC,11/28/2007,49.5,-119.583333,7,3,1995,22:00
7/3/1997 23:00,bochum (germany),,de,triangle,120,ca. 2min,Triangular formation of lights in the sky,4/2/1999,51.483333,7.216667,7,3,1997,23:00
7/3/1998 0:30,campbell river (vancouver island) (canada),bc,ca,triangle,5,3-5 seconds,It had 3 points of light forming a triangle. There were 2 more lights side by side near the center and front within the triangle shape.,12/2/2000,50.016667,-125.25,7,3,1998,0:30
7/3/2001 11:30,auckland (new zealand),,nz,triangle,2580,11:30 -12:13,It was very eery the way it moved and kept coming back and only going so slow.,8/5/2001,-36.84846,174.763332,7,3,2001,11:30
7/3/2002 22:30,montreal (canada),pq,ca,light,300,not sure maybe 5 minute.,2 bird over east of Montr&eacute;al?,7/26/2002,45.5,-73.583333,7,3,2002,22:30
7/3/2002 23:50,longueuil (canada),pq,ca,round,10,5 to 10 seconds,unexplained oval shaped lights in the sky.,7/26/2002,45.533333,-73.516667,7,3,2002,23:50
7/3/2003 18:15,liverpool (uk/england),,gb,round,1200,20.minutes,At about 18:15 myself and my wife were in the garden.I pointed out a small silver roundish object high in the sky &#44Which was to high to,8/4/2003,53.416667,-3,7,3,2003,18:15
7/3/2003 22:30,tottenham (canada),on,ca,round,30,30 sceonds,Circular shape with bright white lights and another the same underneith.,7/16/2003,44.016667,-79.8,7,3,2003,22:30
7/3/2005 22:44,toronto (canada),on,ca,round,15,15 seconds,2 V formations fly north along dufferin St. in toronto comprised of glowing oval shaped objects,7/5/2005,43.666667,-79.416667,7,3,2005,22:44
7/3/2007 2:30,mainz (germany),,de,light,7,7 seconds,Red light/dot moving over Ursa Major&#44 7 seconds&#44 far distance&#44 big size on 030707&#44 Mainz/Germany,8/7/2007,50,8.271111,7,3,2007,2:30
7/3/2007 23:15,aberdeen (uk/scotland),,gb,egg/teardrop,1200,20 mins,Circular orange flame came overhead from the west of Aberdeen heading east. It just past when the orange flame went out and the object,8/7/2007,57.166667,-2.666667,7,3,2007,23:15
7/3/2007 23:59,halifax (canada),ns,ca,light,1800,abut 30 min,it was around midnight i was sitting my deck and i sow a bright green line in the sky i even took some pictures of it it lasted about 3,8/7/2007,44.65,-63.6,7,3,2007,23:59
7/3/2008 0:10,ukmerge (lithuania),,lt,light,60,1min,i saw about 10 objects in sky moving in strange way,8/12/2008,55.245265,24.776075,7,3,2008,0:10
7/3/2008 19:30,rorherham (uk/england uk),,gb,round,300,5 mins,2 grey circles moving fast,8/12/2008,53.432604,-1.363501,7,3,2008,19:30
7/3/2009 8:58,bristol (uk/england),,gb,round,8,7 - 8 seconds,Metallic sphere shoots across sky in morning. (Bristol&#44 UK),8/5/2009,51.45,-2.583333,7,3,2009,8:58
7/3/2009 23:45,harpenden (uk/england),,gb,flare,15,15 seconds,An aircraft on fire in a star shape seemed to travel across the sky above Hapenden.,8/5/2009,51.8,-0.35,7,3,2009,23:45
7/3/2010 19:35,farallon (panama),,pa,round,2,2 seconds,I was watching the planet Mars when suddenly I saw this white bright large oval object coming out of a cloud&#44 at an uncredible speed&#44 f,7/10/2010,33.386013,-112.612416,7,3,2010,19:35
7/3/2010 19:45,glasgow (uk/scotland),,gb,round,120,approx 1 1/2 mins,Circular object&#44 red/brown colour with fiery glow at base&#44 traveling very low and at speed &#33,8/24/2010,55.833333,-4.25,7,3,2010,19:45
7/3/2010 22:35,trail (canada),bc,ca,light,180,3 minutes,Light leading another.  ((NUFORC Note:  International Space Station over flight&#44 followed by Russian re-supply capsule.  PD)),7/6/2010,49.1,-117.716667,7,3,2010,22:35
7/3/2010 23:15,cochrane (canada),ab,ca,other/unspecified,300,5 minutes,Two UFO lights&#44 one large&#44 one small fly over Cochrane&#44 Alberta&#44 Canada (07/03/2010),7/6/2010,49.066667,-81.016667,7,3,2010,23:15
7/3/2010 23:30,caroline (canada),ab,ca,diamond,240,4 minutes,bright diamond shaped light chased by tiny light,7/6/2010,52.083333,-114.75,7,3,2010,23:30
7/3/2010 23:32,caroline (canada),ab,ca,formation,300,5 min,not sure what it was?,7/10/2010,52.083333,-114.75,7,3,2010,23:32
7/3/2013 22:10,streetsville (mississauga)(canada),on,ca,round,60,<1 minute,Flying Ball of light with a tale or trail coming out the back illuminating space around the object.,7/5/2013,43.583333,-79.716667,7,3,2013,22:10
7/3/2013 22:30,bendigo (australia),,au,light,30,30 seconds,Strange orange yellow light in sky.,7/5/2013,-36.758179,144.280243,7,3,2013,22:30
7/4/1994 1:00,alkmaar (netherlands),,nl,other/unspecified,10,10 sec,UFO that blessed us&#33,10/15/2002,52.632381,4.753375,7,4,1994,1:00
7/4/2001 0:00,hatyai&#44 songkhla (thailand),,th,chevron,5,5 seconds,green bright light &#44high luminescence &#44flew from east to west,7/16/2006,7.189766,100.595381,7,4,2001,0:00
7/4/2001 2:10,odense (denmark),,dk,round,20,20 seconds,1 object spotted&#44 bright-bluish white round object that fades and varies in speed.,8/5/2001,55.403756,10.40237,7,4,2001,2:10
7/4/2001 17:00,brisbane (qld&#44 australia),,au,round,7200,approx 2 hours,flashing light&#39s dissapearing on and off and ship reappearing every night so far.,8/5/2001,-27.47101,153.024292,7,4,2001,17:00
7/4/2002 23:10,toronto (canada),on,ca,light,15,10-15 secs.,Strange bright light pops out of cloud&#44 then back in&#44 over Toronto Canada.,7/26/2002,43.666667,-79.416667,7,4,2002,23:10
7/4/2003 23:59,ottawa (canada),on,ca,light,10,10 seconds,Same as my last report in June. Bluish white light&#44 shoots straigt up turns red-orange then gone. I checked with NASA thinking it may b,7/16/2003,45.416667,-75.7,7,4,2003,23:59
7/4/2008 0:05,shirebrook (uk/england),,gb,round,10,10 seconds,4 dark disc shaped objects with green lights round the edge,7/5/2008,53.2,-1.216667,7,4,2008,0:05
7/4/2008 23:00,gargas (france),,fr,triangle,600,10  min,Strange object with distintive light formation made two pass&#44s over our back garden.,8/12/2008,43.756775,1.467376,7,4,2008,23:00
7/4/2008 23:00,kettering (uk/england),,gb,cylinder,5,5 seconds,a cigar shape light moving slow to the left then shot of with speed to the right,8/12/2008,52.4,-0.716667,7,4,2008,23:00
7/4/2009 0:00,west hawk lake (canada),mb,ca,light,12,12 seconds,Flashing light source speeding like a meteor suddenly moves back its path twice.,8/5/2009,49.8,-93.983333,7,4,2009,0:00
7/4/2009 12:15,st. thomas (canada),on,ca,cylinder,300,5 mins,Cigar shape craft spotted moving iradically above st.thomas Ontario,8/5/2009,42.783333,-81.183333,7,4,2009,12:15
7/4/2009 22:05,cardiff (uk/wales),,gb,round,240,4minutes,Orange oval object hovered over Cardiff&#44 UK,8/5/2009,51.5,-3.2,7,4,2009,22:05
7/4/2009 22:10,wellingborough (uk/england),,gb,round,15,15seconds,flying disc spotted crossing central england at 22.10 on the 4th july 2009.,8/5/2009,52.3,-0.7,7,4,2009,22:10
7/4/2009 22:30,port coqitlam (canada),bc,ca,light,3,3 seconds,It looked as if it were a star that burnt out.,8/5/2009,49.262838,-122.781071,7,4,2009,22:30
7/4/2009 23:33,arundel (uk/england),,gb,other/unspecified,300,5mins.,Orange/Red lights grouped in formation which faded out. - UK.,8/5/2009,50.85,-0.55,7,4,2009,23:33
7/4/2010 0:00,brandon (canada),mb,ca,other/unspecified,60,approx 1 minute,Crazy fast light being followed by a smaller fast light&#44same speed.  ((NUFORC Note:  International Space Station over flight.  PD)),7/6/2010,49.833333,-99.95,7,4,2010,0:00
7/4/2010 1:00,winnipeg (canada),mb,ca,light,300,5 minutes,Light in sky over Winnipeg&#44 Canada.,7/6/2010,49.883333,-97.166667,7,4,2010,1:00
7/4/2010 22:50,haliburton (canada),on,ca,round,180,2-3 minutes,Orange glowing object  following small white object,7/19/2010,45.033333,-78.516667,7,4,2010,22:50
7/4/2011 13:00,cooks mills (welland) (canada),on,ca,disk,5,5 seconds,White saucer appears over city and disappears,7/6/2011,46.405029,-79.46609,7,4,2011,13:00
7/4/2011 13:00,cooks mills (welland) (canada),on,ca,disk,5,5 sec,Saucer silver &amp; white .with heat wave or something from bottom  appears and vanished &#44 day time no clouds in the sky,7/6/2011,46.405029,-79.46609,7,4,2011,13:00
7/4/2011 22:00,whitehouse beach,,gb,light,600,10 minutes,5 orange lights. 2 moved together at same speed in an offset manner from west to east. Then stopped and remained stationary. One light,7/17/2011,53.520232,-6.085078,7,4,2011,22:00
